scouting_rank,player_name,club_name,competition_name,country_name,age_at_season_end,position,minutes,goals,assists,goals_per90,assists_per90,market_value_in_eur,breakout_probability_pct
403,Dimitrios Chatsidis,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,20,Attack,644.0,3.0,3.0,0.419,0.419,1200000.0,68.2100212505081
404,Tim Jabol-Folcarelli,Trabzonspor,super-lig,Türkiye,27,Midfield,2330.0,0.0,3.0,0.0,0.116,7000000.0,68.18469095982648
405,Anthony Musaba,Samsunspor,super-lig,Türkiye,26,Attack,1175.0,4.0,2.0,0.306,0.153,7000000.0,68.02346757949957
406,Anass Zaroury,Panathinaikos Athlitikos Omilos,super-league-1,Greece,26,Attack,1421.0,4.0,3.0,0.253,0.19,7000000.0,67.84788607140771
407,Yaya Bojang,Odense Boldklub,superliga,Denmark,22,Defender,927.0,0.0,1.0,0.0,0.097,800000.0,67.8269106886656
408,Siebe Horemans,FC Utrecht,eredivisie,Netherlands,28,Defender,1724.0,0.0,1.0,0.0,0.052,3000000.0,67.67082772368875
409,Isa Sakamoto,KVC Westerlo,jupiler-pro-league,Belgium,23,Midfield,2395.0,4.0,4.0,0.15,0.15,4000000.0,67.65224972532948
410,Rayane Bounida,Ajax Amsterdam,eredivisie,Netherlands,20,Midfield,828.0,1.0,5.0,0.109,0.543,5000000.0,67.44927345173411
411,Monchu,Aris Thessalonikis,super-league-1,Greece,27,Midfield,1557.0,1.0,1.0,0.058,0.058,5000000.0,67.42694846458552
412,Ro-Zangelo Daal,AZ Alkmaar,eredivisie,Netherlands,22,Attack,1357.0,1.0,0.0,0.066,0.0,3000000.0,67.23095245019947
413,Pelle Mattsson,Silkeborg IF,superliga,Denmark,25,Midfield,477.0,0.0,0.0,0.0,0.0,3000000.0,67.20287583099233
414,Tony Strata,Vitória Guimarães SC,liga-portugal,Portugal,22,Defender,1404.0,1.0,1.0,0.064,0.064,2000000.0,67.16905063410826
415,Andreas Tetteh,Athlitiki Enosi Kifisias,super-league-1,Greece,25,Attack,1247.0,4.0,4.0,0.289,0.289,4000000.0,67.11753743543255
416,Junior Olaitan,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,24,Midfield,1196.0,2.0,2.0,0.151,0.151,7000000.0,67.07499727233368
417,Loïc Mbe Soh,Sint-Truidense VV,jupiler-pro-league,Belgium,25,Defender,625.0,1.0,0.0,0.144,0.0,2000000.0,67.0673655652874
418,Sacha Boey,Galatasaray,super-lig,Türkiye,26,Defender,560.0,1.0,0.0,0.161,0.0,10000000.0,67.03600702578834
419,Tammy Abraham,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,29,Attack,1255.0,7.0,1.0,0.502,0.072,18000000.0,66.90149764620915
420,Milan Smit,Go Ahead Eagles,eredivisie,Netherlands,23,Attack,1362.0,6.0,2.0,0.396,0.132,2000000.0,66.88923435118758
421,Luan Patrick,CF Estrela Amadora,liga-portugal,Portugal,24,Defender,2685.0,0.0,0.0,0.0,0.0,2000000.0,66.82356179143001
422,Adrian Blake,FC Utrecht,eredivisie,Netherlands,21,Attack,971.0,2.0,2.0,0.185,0.185,2000000.0,66.81964801619682
423,Yahia Fofana,Caykur Rizespor,super-lig,Türkiye,26,Goalkeeper,2430.0,0.0,1.0,0.0,0.037,5000000.0,66.75178819100329
424,Giulian Biancone,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,26,Defender,910.0,0.0,0.0,0.0,0.0,2500000.0,66.69315755285957
425,Fredrik Hammar,KV Mechelen,jupiler-pro-league,Belgium,25,Midfield,2488.0,1.0,1.0,0.036,0.036,3000000.0,66.66401972372537
426,Barış Alper Yılmaz,Galatasaray,super-lig,Türkiye,26,Attack,2318.0,8.0,12.0,0.311,0.466,30000000.0,66.60695876471854
427,Tobias Lauritsen,Vejle Boldklub,superliga,Denmark,22,Midfield,921.0,0.0,1.0,0.0,0.098,800000.0,66.50951212196773
428,Andreas Tetteh,Panathinaikos Athlitikos Omilos,super-league-1,Greece,25,Attack,723.0,4.0,4.0,0.498,0.498,4000000.0,66.4903050270241
429,Kasper Boogaard,AZ Alkmaar,eredivisie,Netherlands,20,Midfield,711.0,0.0,2.0,0.0,0.253,2500000.0,66.4853879153079
430,Alexander Bah,SL Benfica,liga-portugal,Portugal,29,Defender,474.0,2.0,0.0,0.38,0.0,7000000.0,66.48502185990499
431,Josimar Alcócer,KVC Westerlo,jupiler-pro-league,Belgium,22,Attack,1963.0,3.0,3.0,0.138,0.138,3000000.0,66.44708373479223
432,Ross Sykes,Union Saint-Gilloise,jupiler-pro-league,Belgium,27,Defender,1813.0,3.0,1.0,0.149,0.05,4500000.0,66.32768337350542
433,Benjamin Bouchouari,Trabzonspor,super-lig,Türkiye,25,Midfield,613.0,0.0,0.0,0.0,0.0,4500000.0,66.30315820528268
434,Martin Delavallée,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,22,Goalkeeper,1890.0,0.0,0.0,0.0,0.0,1500000.0,66.26889916386048
435,Hugo Vetlesen,Club Brugge KV,jupiler-pro-league,Belgium,26,Midfield,670.0,2.0,2.0,0.269,0.269,5000000.0,66.26435052342993
436,Casper Widell,Excelsior Rotterdam,eredivisie,Netherlands,23,Defender,3054.0,1.0,1.0,0.029,0.029,1500000.0,66.18656047089691
437,Jorg Schreuders,FC Groningen,eredivisie,Netherlands,22,Attack,2830.0,1.0,3.0,0.032,0.095,1700000.0,66.16408615410225
438,Kacper Kozlowski,Gaziantep FK,super-lig,Türkiye,23,Midfield,2653.0,6.0,3.0,0.204,0.102,6000000.0,66.16142559216908
439,Daan Rots,FC Twente Enschede,eredivisie,Netherlands,25,Attack,2370.0,9.0,4.0,0.342,0.152,5000000.0,66.15531380611878
440,In-beom Hwang,Feyenoord Rotterdam,eredivisie,Netherlands,30,Midfield,984.0,1.0,3.0,0.091,0.274,7000000.0,66.1352562355044
441,Tom de Graaff,PEC Zwolle,eredivisie,Netherlands,22,Goalkeeper,2790.0,0.0,0.0,0.0,0.0,1000000.0,65.9919757455915
442,Giannis Konstantelias,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,23,Midfield,1153.0,7.0,2.0,0.546,0.156,22000000.0,65.95305231735728
443,Lasse Nordås,SC Heerenveen,eredivisie,Netherlands,24,Attack,857.0,6.0,2.0,0.63,0.21,3500000.0,65.92020225930179
444,Luis Vázquez,RSC Anderlecht,jupiler-pro-league,Belgium,25,Attack,693.0,2.0,1.0,0.26,0.13,2500000.0,65.86509904429415
445,Nikolas Sattlberger,KRC Genk,jupiler-pro-league,Belgium,22,Midfield,839.0,0.0,1.0,0.0,0.107,2200000.0,65.75623610801722
446,Mads Bech Sørensen,FC Midtjylland,superliga,Denmark,27,Defender,1725.0,2.0,2.0,0.104,0.104,6000000.0,65.44887573192706
447,Mikel Gogorza,FC Midtjylland,superliga,Denmark,20,Attack,546.0,2.0,0.0,0.33,0.0,3000000.0,65.31562922246955
448,Pedro Chirivella,Panathinaikos Athlitikos Omilos,super-league-1,Greece,29,Midfield,1419.0,0.0,0.0,0.0,0.0,5000000.0,65.27960695507824
449,Valdemar Lund,Vejle Boldklub,superliga,Denmark,23,Defender,703.0,0.0,0.0,0.0,0.0,900000.0,65.23235755466638
450,Tygo Land,FC Groningen,eredivisie,Netherlands,20,Midfield,1525.0,3.0,1.0,0.177,0.059,2500000.0,65.22918369745307
451,Pepê,FC Porto,liga-portugal,Portugal,29,Attack,2244.0,3.0,4.0,0.12,0.16,17000000.0,65.10524901043595
452,Anosike Ementa,Zulte Waregem,jupiler-pro-league,Belgium,24,Attack,2156.0,3.0,4.0,0.125,0.167,2500000.0,64.87483400978107
453,Runar Norheim,FC Nordsjaelland,superliga,Denmark,21,Defender,601.0,3.0,0.0,0.449,0.0,2200000.0,64.84334510971318
454,Pablo Rosario,FC Porto,liga-portugal,Portugal,29,Midfield,1364.0,2.0,1.0,0.132,0.066,8000000.0,64.8278594359166
455,Ramiz Zerrouki,FC Twente Enschede,eredivisie,Netherlands,28,Midfield,2667.0,3.0,2.0,0.101,0.067,6500000.0,64.82503810158993
456,Nikolas Dyhr,Randers FC,superliga,Denmark,25,Defender,1911.0,1.0,2.0,0.047,0.094,2500000.0,64.79549098038571
457,Thom van Bergen,FC Groningen,eredivisie,Netherlands,22,Attack,2977.0,9.0,5.0,0.272,0.151,3000000.0,64.63067849152398
458,Francisco Trincão,Sporting CP,liga-portugal,Portugal,27,Midfield,2857.0,7.0,13.0,0.221,0.41,40000000.0,64.5623978180345
459,Ringo Meerveld,SC Heerenveen,eredivisie,Netherlands,24,Midfield,2444.0,6.0,3.0,0.221,0.11,5000000.0,64.2826990004958
460,Emran Soglo,Zulte Waregem,jupiler-pro-league,Belgium,21,Defender,1038.0,0.0,3.0,0.0,0.26,700000.0,64.28196032513833
461,Mads Freundlich,Silkeborg IF,superliga,Denmark,23,Midfield,1164.0,0.0,0.0,0.0,0.0,1500000.0,63.974155877885785
462,Christopher Scott,Royal Antwerp FC,jupiler-pro-league,Belgium,24,Midfield,1328.0,2.0,1.0,0.136,0.068,2200000.0,63.93087734925438
463,Emmanuel Agbadou,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,29,Defender,1090.0,1.0,1.0,0.083,0.083,16000000.0,63.856182570559405
464,Alban Lafont,Panathinaikos Athlitikos Omilos,super-league-1,Greece,27,Goalkeeper,1395.0,0.0,0.0,0.0,0.0,3000000.0,63.81661559739218
465,Nick Verschuren,FC Volendam,eredivisie,Netherlands,21,Defender,2676.0,0.0,1.0,0.0,0.034,1000000.0,63.68568712364898
466,Sikou Niakaté,SC Braga,liga-portugal,Portugal,27,Defender,939.0,0.0,1.0,0.0,0.096,6000000.0,63.62251114222571
467,Max Dean,KAA Gent,jupiler-pro-league,Belgium,22,Attack,680.0,6.0,1.0,0.794,0.132,2500000.0,63.49411685680009
468,Diogo Nascimento,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,24,Midfield,968.0,1.0,2.0,0.093,0.186,4000000.0,63.48203471402042
469,Rodrigo Zalazar,SC Braga,liga-portugal,Portugal,27,Midfield,1944.0,16.0,5.0,0.741,0.231,30000000.0,63.45509088540959
470,Cedric Hatenboer,SC Telstar,eredivisie,Netherlands,21,Midfield,1146.0,0.0,3.0,0.0,0.236,2000000.0,63.200647211120945
471,Rafik Guitane,GD Estoril Praia,liga-portugal,Portugal,27,Attack,1837.0,3.0,5.0,0.147,0.245,5000000.0,63.17316264648804
472,Etienne Vaessen,FC Groningen,eredivisie,Netherlands,31,Goalkeeper,2513.0,0.0,1.0,0.0,0.036,2500000.0,63.090267249275854
473,Yari Verschaeren,RSC Anderlecht,jupiler-pro-league,Belgium,25,Midfield,855.0,0.0,1.0,0.0,0.105,3000000.0,63.02108018195145
474,Oğuz Aydın,Fenerbahce,super-lig,Türkiye,26,Attack,642.0,0.0,3.0,0.0,0.421,7000000.0,63.01985093099947
475,David Datro Fofana,Fatih Karagümrük,super-lig,Türkiye,24,Attack,983.0,6.0,0.0,0.549,0.0,4000000.0,62.988895183766594
476,Yannick Leliendal,FC Volendam,eredivisie,Netherlands,24,Defender,2746.0,1.0,1.0,0.033,0.033,1000000.0,62.89269224736124
477,Orbelín Pineda,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,30,Midfield,1982.0,4.0,1.0,0.182,0.045,7000000.0,62.88433842457151
478,Harold Moukoudi,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,29,Defender,1718.0,2.0,0.0,0.105,0.0,6000000.0,62.8807395325202
479,Mario Stroeykens,RSC Anderlecht,jupiler-pro-league,Belgium,22,Midfield,668.0,1.0,0.0,0.135,0.0,4500000.0,62.817792190990765
480,Adrian Benedyczak,Kasimpasa,super-lig,Türkiye,26,Attack,1166.0,10.0,1.0,0.772,0.077,5000000.0,62.651282655594585
481,Charles Vanhoutte,Union Saint-Gilloise,jupiler-pro-league,Belgium,28,Midfield,450.0,0.0,1.0,0.0,0.2,7000000.0,62.645341372025364
482,Aymen Sliti,Feyenoord Rotterdam,eredivisie,Netherlands,20,Attack,472.0,1.0,0.0,0.191,0.0,2000000.0,62.6247984713802
483,Stavro Pilo,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,26,Defender,1242.0,0.0,2.0,0.0,0.145,2000000.0,62.28230470790862
484,Matija Mitrović,Vitória Guimarães SC,liga-portugal,Portugal,22,Midfield,703.0,2.0,0.0,0.256,0.0,2000000.0,62.231997454988154
485,Kazeem Olaigbe,Konyaspor,super-lig,Türkiye,23,Attack,951.0,0.0,0.0,0.0,0.0,4000000.0,62.20690195501204
486,Pedro Álvaro,Aris Thessalonikis,super-league-1,Greece,26,Defender,1350.0,1.0,0.0,0.067,0.0,2000000.0,62.159461145674925
487,Jerry Afriyie,RAAL La Louvière,jupiler-pro-league,Belgium,20,Attack,2049.0,5.0,1.0,0.22,0.044,1200000.0,62.09134665827851
488,Dinis Pinto,Moreirense FC,liga-portugal,Portugal,26,Defender,2013.0,1.0,6.0,0.045,0.268,3000000.0,62.087633879561864
489,Fabio Ferraro,FCV Dender EH,jupiler-pro-league,Belgium,24,Defender,2532.0,1.0,3.0,0.036,0.107,1200000.0,62.059043929149624
490,Gonçalo Borges,Feyenoord Rotterdam,eredivisie,Netherlands,25,Attack,453.0,2.0,1.0,0.397,0.199,3000000.0,62.012926613985975
491,Mateja Stjepanović,Moreirense FC,liga-portugal,Portugal,22,Midfield,2412.0,1.0,0.0,0.037,0.0,3000000.0,61.808173687177934
492,Raúl Moro,Ajax Amsterdam,eredivisie,Netherlands,24,Attack,562.0,0.0,1.0,0.0,0.16,3500000.0,61.806266413015074
493,Maxence Rivera,SC Heerenveen,eredivisie,Netherlands,24,Attack,2060.0,4.0,5.0,0.175,0.218,3000000.0,61.45958792789267
494,Kian Fitz-Jim,Ajax Amsterdam,eredivisie,Netherlands,23,Midfield,516.0,1.0,0.0,0.174,0.0,3000000.0,61.40135343757358
495,Marcus Bundgaard,Sönderjyske Fodbold,superliga,Denmark,25,Goalkeeper,1770.0,0.0,1.0,0.0,0.051,850000.0,61.38430240968113
496,Milan Škriniar,Fenerbahce,super-lig,Türkiye,31,Defender,2115.0,2.0,0.0,0.085,0.0,10000000.0,61.36770578847764
497,Griffin Yow,KVC Westerlo,jupiler-pro-league,Belgium,24,Attack,658.0,3.0,0.0,0.41,0.0,2000000.0,61.32665724852703
498,Pedro Gonçalves,Sporting CP,liga-portugal,Portugal,28,Attack,1995.0,13.0,8.0,0.586,0.361,25000000.0,61.27590451060508
499,Marius Mouandilmadji,Samsunspor,super-lig,Türkiye,28,Attack,2050.0,10.0,4.0,0.439,0.176,7000000.0,61.26336965120582
500,Nacho Miras,KV Mechelen,jupiler-pro-league,Belgium,29,Goalkeeper,2250.0,0.0,0.0,0.0,0.0,3500000.0,61.18150082640197
501,Fredrik Aursnes,SL Benfica,liga-portugal,Portugal,31,Midfield,2294.0,3.0,3.0,0.118,0.118,15000000.0,61.165359126819915
502,Mats Köhlert,Bröndby IF,superliga,Denmark,28,Defender,1099.0,0.0,2.0,0.0,0.164,3500000.0,61.14810212891872
503,Gustavo Varela,Gil Vicente FC,liga-portugal,Portugal,21,Attack,1522.0,6.0,3.0,0.355,0.177,3000000.0,61.07859054334004
504,Sorriso,FC Famalicão,liga-portugal,Portugal,25,Attack,2804.0,5.0,4.0,0.16,0.128,5000000.0,61.072785793428565
505,Philip Brittijn,Fortuna Sittardia Combinatie,eredivisie,Netherlands,22,Midfield,2408.0,4.0,1.0,0.15,0.037,1600000.0,61.01231651087915
506,Gilberto Batista,Moreirense FC,liga-portugal,Portugal,23,Defender,1933.0,0.0,0.0,0.0,0.0,1500000.0,60.98290069635948
507,Ryan Fosso,Fortuna Sittardia Combinatie,eredivisie,Netherlands,24,Midfield,1513.0,0.0,1.0,0.0,0.059,2000000.0,60.94264218999125
508,Ersin Destanoğlu,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,25,Goalkeeper,2250.0,0.0,0.0,0.0,0.0,4000000.0,60.910574156084316
509,Joshua Kitolano,Sparta Rotterdam,eredivisie,Netherlands,25,Midfield,2633.0,5.0,2.0,0.171,0.068,2500000.0,60.85148349623899
510,Michal Skoras,KAA Gent,jupiler-pro-league,Belgium,26,Attack,1793.0,2.0,7.0,0.1,0.351,4000000.0,60.821954417788184
511,Tika de Jonge,FC Groningen,eredivisie,Netherlands,23,Midfield,2051.0,3.0,1.0,0.132,0.044,1800000.0,60.6576492269373
512,Levent Mercan,Fenerbahce,super-lig,Türkiye,26,Defender,1161.0,0.0,3.0,0.0,0.233,5000000.0,60.65041590366227
513,MT,CD Santa Clara,liga-portugal,Portugal,25,Defender,751.0,1.0,0.0,0.12,0.0,3500000.0,60.59671283746868
514,Tristan Gooijer,PEC Zwolle,eredivisie,Netherlands,22,Defender,1371.0,3.0,0.0,0.197,0.0,1500000.0,60.56525066192068
515,Oumar Ngom,CF Estrela Amadora,liga-portugal,Portugal,22,Midfield,832.0,0.0,1.0,0.0,0.108,3000000.0,60.56405703953893
516,Enric Llansana,RSC Anderlecht,jupiler-pro-league,Belgium,25,Midfield,1232.0,0.0,2.0,0.0,0.146,2000000.0,60.5052225314701
517,Janderson,Göztepe,super-lig,Türkiye,27,Attack,2478.0,6.0,4.0,0.218,0.145,6000000.0,60.48972755235427
518,Ricard Sánchez,GD Estoril Praia,liga-portugal,Portugal,26,Defender,1981.0,2.0,4.0,0.091,0.182,3000000.0,60.48362486668296
519,Jordan Lotomba,Feyenoord Rotterdam,eredivisie,Netherlands,28,Defender,921.0,0.0,2.0,0.0,0.195,3500000.0,60.32342523298356
520,Nelson Abbey,Rio Ave FC,liga-portugal,Portugal,23,Defender,2091.0,0.0,1.0,0.0,0.043,1500000.0,60.219344269130644
521,Jakob Breum,Go Ahead Eagles,eredivisie,Netherlands,23,Midfield,2041.0,6.0,6.0,0.265,0.265,5000000.0,60.17922592460832
522,Max Ejdum,Odense Boldklub,superliga,Denmark,22,Midfield,1250.0,1.0,3.0,0.072,0.216,2000000.0,60.164736700845964
523,Lorenzo Scipioni,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,22,Midfield,668.0,0.0,0.0,0.0,0.0,3500000.0,60.12030959621508
524,Jakob Jessen,FC Fredericia,superliga,Denmark,22,Defender,1678.0,0.0,3.0,0.0,0.161,800000.0,60.11792269409752
525,Kerem Aktürkoğlu,Fenerbahce,super-lig,Türkiye,28,Attack,1959.0,8.0,7.0,0.368,0.322,20000000.0,60.06118593950846
526,Kasper Dolberg,Ajax Amsterdam,eredivisie,Netherlands,29,Attack,1094.0,3.0,3.0,0.247,0.247,7000000.0,60.013687183663514
527,Victor Osimhen,Galatasaray,super-lig,Türkiye,28,Attack,1713.0,15.0,5.0,0.788,0.263,75000000.0,59.9422667615201
528,Noé Lebreton,NEC Nijmegen,eredivisie,Netherlands,22,Midfield,1432.0,5.0,4.0,0.314,0.251,4000000.0,59.80087659261768
529,Pedro Bondo,FC Famalicão,liga-portugal,Portugal,22,Defender,1178.0,0.0,0.0,0.0,0.0,2000000.0,59.762484852221654
530,Clayton,Rio Ave FC,liga-portugal,Portugal,27,Attack,1602.0,10.0,4.0,0.562,0.225,6000000.0,59.66039814794713
531,Luc Marijnissen,FCV Dender EH,jupiler-pro-league,Belgium,23,Defender,2520.0,1.0,0.0,0.036,0.0,1500000.0,59.59847638373736
532,Edson Álvarez,Fenerbahce,super-lig,Türkiye,29,Midfield,768.0,0.0,1.0,0.0,0.117,15000000.0,59.55368222670492
533,Mathis Suray,Go Ahead Eagles,eredivisie,Netherlands,25,Attack,2603.0,12.0,2.0,0.415,0.069,3500000.0,59.52027684803238
534,Uğurcan Çakır,Galatasaray,super-lig,Türkiye,30,Goalkeeper,2250.0,0.0,0.0,0.0,0.0,15000000.0,59.374626158638385
535,Mathias Løvik,Trabzonspor,super-lig,Türkiye,23,Defender,646.0,0.0,2.0,0.0,0.279,4000000.0,59.35479521032988
536,Matisse Samoise,KAA Gent,jupiler-pro-league,Belgium,25,Midfield,1374.0,2.0,2.0,0.131,0.131,2500000.0,59.31608931891339
537,Bruny Nsimba,FCV Dender EH,jupiler-pro-league,Belgium,26,Attack,1730.0,8.0,4.0,0.416,0.208,2500000.0,59.22794586725868
538,Mady Camara,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,29,Midfield,563.0,0.0,0.0,0.0,0.0,5000000.0,59.189768798597164
539,Beni Mukendi,Vitória Guimarães SC,liga-portugal,Portugal,24,Midfield,2246.0,1.0,1.0,0.04,0.04,4000000.0,59.112544813521886
540,Taha Altıkardeş,Göztepe,super-lig,Türkiye,23,Defender,1378.0,1.0,0.0,0.065,0.0,4000000.0,59.099739811102616
541,Ayoni Santos,Sparta Rotterdam,eredivisie,Netherlands,21,Midfield,1571.0,1.0,1.0,0.057,0.057,2000000.0,59.0734606525391
542,Djibril Lamego,RAAL La Louvière,jupiler-pro-league,Belgium,23,Defender,2148.0,0.0,0.0,0.0,0.0,1500000.0,59.07326832575516
543,Vaclav Cerny,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,29,Attack,2008.0,5.0,8.0,0.224,0.359,7000000.0,59.0343120656295
544,Frederik Alves,Bröndby IF,superliga,Denmark,27,Defender,1232.0,0.0,0.0,0.0,0.0,2800000.0,58.946318585826695
545,Hjalte Bidstrup,Viborg FF,superliga,Denmark,20,Defender,1058.0,1.0,2.0,0.085,0.17,1200000.0,58.76200575305855
546,Robin van Cruijsen,FC Volendam,eredivisie,Netherlands,20,Midfield,1355.0,4.0,3.0,0.266,0.199,1200000.0,58.75945877865918
547,Cherrion Valerius,NAC Breda,eredivisie,Netherlands,21,Defender,1834.0,0.0,2.0,0.0,0.098,650000.0,58.718828271129084
548,Wilfred Ndidi,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,30,Midfield,2000.0,2.0,1.0,0.09,0.045,8000000.0,58.650838090699594
549,Shunsuke Mito,Sparta Rotterdam,eredivisie,Netherlands,24,Attack,1873.0,7.0,5.0,0.336,0.24,2000000.0,58.56744218686143
550,Sidny Lopes Cabral,CF Estrela Amadora,liga-portugal,Portugal,24,Defender,1324.0,5.0,3.0,0.34,0.204,4000000.0,58.539613640232155
551,Gonçalo Nogueira,Vitória Guimarães SC,liga-portugal,Portugal,23,Midfield,1345.0,0.0,4.0,0.0,0.268,4000000.0,58.495328862685184
552,Precious Ugwu,FC Volendam,eredivisie,Netherlands,20,Defender,2171.0,0.0,0.0,0.0,0.0,500000.0,58.306221826107894
553,Anthony Valencia,Royal Antwerp FC,jupiler-pro-league,Belgium,23,Attack,672.0,4.0,0.0,0.536,0.0,1800000.0,58.29755866552047
554,Roland Sallai,Galatasaray,super-lig,Türkiye,29,Defender,2354.0,1.0,4.0,0.038,0.153,14000000.0,58.26196906318856
555,Mike Themsen,Randers FC,superliga,Denmark,20,Midfield,1258.0,0.0,2.0,0.0,0.143,800000.0,58.24726229642716
556,Carlo Holse,Samsunspor,super-lig,Türkiye,27,Midfield,2610.0,8.0,4.0,0.276,0.138,7000000.0,57.93605878901275
557,Leroy Sané,Galatasaray,super-lig,Türkiye,30,Attack,2288.0,7.0,5.0,0.275,0.197,20000000.0,57.83015421404352
558,Marcos López,FC Copenhagen,superliga,Denmark,27,Defender,1357.0,1.0,2.0,0.066,0.133,4000000.0,57.61471190283227
559,Noa Lang,Galatasaray,super-lig,Türkiye,27,Attack,704.0,0.0,3.0,0.0,0.384,22000000.0,57.47370351456802
560,Semm Renders,Royal Antwerp FC,jupiler-pro-league,Belgium,19,Defender,606.0,0.0,0.0,0.0,0.0,1200000.0,57.40455383171354
561,Rıdvan Yılmaz,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,25,Defender,2088.0,0.0,1.0,0.0,0.043,5000000.0,57.171765003787
562,Facundo Cáseres,Gil Vicente FC,liga-portugal,Portugal,25,Midfield,2200.0,0.0,0.0,0.0,0.0,2500000.0,57.11749805309342
563,Villum Berthelsen,FC Nordsjaelland,superliga,Denmark,20,Attack,853.0,0.0,0.0,0.0,0.0,800000.0,57.07420188665762
564,Andreas Hansen,FC Nordsjaelland,superliga,Denmark,31,Goalkeeper,1530.0,0.0,0.0,0.0,0.0,1000000.0,56.98541392066767
565,Juanse Rodríguez,CD Tondela,liga-portugal,Portugal,20,Midfield,1979.0,0.0,0.0,0.0,0.0,1000000.0,56.97991758736246
566,Metehan Altunbaş,Eyüpspor,super-lig,Türkiye,23,Attack,1006.0,7.0,1.0,0.626,0.089,2000000.0,56.87273494399013
567,Barış Kalaycı,Fatih Karagümrük,super-lig,Türkiye,21,Attack,1309.0,1.0,3.0,0.069,0.206,1800000.0,56.59502515047007
568,Marley Aké,Zulte Waregem,jupiler-pro-league,Belgium,25,Attack,1233.0,5.0,1.0,0.365,0.073,2500000.0,56.58037025980545
569,Olivier Aertssen,PEC Zwolle,eredivisie,Netherlands,22,Defender,1857.0,0.0,2.0,0.0,0.097,650000.0,56.54205609622044
570,Armando Obispo,PSV Eindhoven,eredivisie,Netherlands,27,Defender,807.0,2.0,0.0,0.223,0.0,4000000.0,56.49856997482583
571,Thomas Strakosha,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,31,Goalkeeper,2340.0,0.0,0.0,0.0,0.0,3000000.0,56.47364866925775
572,Gary Magnée,Cercle Brugge,jupiler-pro-league,Belgium,27,Defender,2603.0,4.0,7.0,0.138,0.242,2200000.0,56.46912807244193
573,Pedro Lima,Avs Futebol,liga-portugal,Portugal,23,Midfield,1897.0,4.0,2.0,0.19,0.095,3000000.0,56.31110361630963
574,Jota Silva,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,27,Attack,575.0,5.0,1.0,0.783,0.157,10000000.0,56.139175425931676
575,Deniz Ertaş,Konyaspor,super-lig,Türkiye,21,Goalkeeper,1075.0,0.0,1.0,0.0,0.084,3500000.0,55.991320265016086
576,Rick van Drongelen,Samsunspor,super-lig,Türkiye,28,Defender,2823.0,2.0,2.0,0.064,0.064,6000000.0,55.8995819381051
577,Ahmed Touba,Panathinaikos Athlitikos Omilos,super-league-1,Greece,28,Defender,1652.0,0.0,0.0,0.0,0.0,2500000.0,55.79533632984975
578,Momodou Sonko,KAA Gent,jupiler-pro-league,Belgium,21,Attack,588.0,0.0,2.0,0.0,0.306,1700000.0,55.457563398399
579,Dodi Lukébakio,SL Benfica,liga-portugal,Portugal,29,Attack,745.0,0.0,5.0,0.0,0.604,15000000.0,55.2038969587411
580,Zé Vítor,CD Nacional,liga-portugal,Portugal,25,Defender,2673.0,4.0,1.0,0.135,0.034,2500000.0,55.20377045982241
581,Gustavo Mancha,Rio Ave FC,liga-portugal,Portugal,22,Defender,1260.0,0.0,0.0,0.0,0.0,1500000.0,55.14591407820378
582,Lasse Flø,Vejle Boldklub,superliga,Denmark,21,Defender,831.0,0.0,0.0,0.0,0.0,750000.0,55.08383692672019
583,Dave Kwakman,FC Volendam,eredivisie,Netherlands,22,Midfield,726.0,0.0,4.0,0.0,0.496,1500000.0,55.0356939952668
584,David Jurásek,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,26,Defender,637.0,0.0,0.0,0.0,0.0,5000000.0,54.839719063156835
585,Patrick Sequeira,Casa Pia AC,liga-portugal,Portugal,27,Goalkeeper,2528.0,0.0,0.0,0.0,0.0,3500000.0,54.8070170876042
586,Mardochée Nzita,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,26,Defender,2153.0,0.0,1.0,0.0,0.042,1500000.0,54.77159799847004
587,Botond Balogh,Kocaelispor,super-lig,Türkiye,24,Defender,1657.0,0.0,0.0,0.0,0.0,2500000.0,54.74575048733812
