scouting_rank,player_name,club_name,competition_name,country_name,age_at_season_end,position,minutes,goals,assists,goals_per90,assists_per90,market_value_in_eur,breakout_probability_pct
588,Mohamed Cherif Haidara,Sönderjyske Fodbold,superliga,Denmark,21,Midfield,678.0,3.0,1.0,0.398,0.133,600000.0,54.69178375408583
589,Filipe Relvas,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,27,Defender,1878.0,1.0,0.0,0.048,0.0,4500000.0,54.50279438843326
590,Noah Ganaus,Odense Boldklub,superliga,Denmark,25,Attack,1753.0,10.0,4.0,0.513,0.205,1500000.0,54.41154585667509
591,Edouard Michut,Fortuna Sittardia Combinatie,eredivisie,Netherlands,23,Midfield,1595.0,0.0,0.0,0.0,0.0,1200000.0,54.40840853196015
592,Lawrence Agyekum,Cercle Brugge,jupiler-pro-league,Belgium,23,Midfield,1806.0,0.0,3.0,0.0,0.15,1500000.0,54.394556262531815
593,Philip Billing,FC Midtjylland,superliga,Denmark,30,Midfield,1166.0,2.0,2.0,0.154,0.154,6000000.0,54.317775676901505
594,Daniel Bielica,NAC Breda,eredivisie,Netherlands,27,Goalkeeper,2970.0,0.0,0.0,0.0,0.0,800000.0,54.30990331939473
595,Lukasz Lakomy,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,25,Midfield,1697.0,3.0,3.0,0.159,0.159,2000000.0,54.26792496942614
596,Matej Sin,AZ Alkmaar,eredivisie,Netherlands,22,Midfield,541.0,1.0,1.0,0.166,0.166,3000000.0,54.142063589487535
597,Patrick Pentz,Bröndby IF,superliga,Denmark,29,Goalkeeper,1785.0,0.0,0.0,0.0,0.0,2200000.0,54.11898709467864
598,Greg Taylor,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,29,Defender,965.0,0.0,1.0,0.0,0.093,4000000.0,54.05452084790914
599,Chiquinho,FC Alverca,liga-portugal,Portugal,26,Attack,1495.0,2.0,5.0,0.12,0.301,5000000.0,53.79146300872291
600,João Mendes,Vitória Guimarães SC,liga-portugal,Portugal,26,Defender,2441.0,1.0,1.0,0.037,0.037,2500000.0,53.69310962683635
601,Adem Arous,Kasimpasa,super-lig,Türkiye,22,Defender,1672.0,1.0,1.0,0.054,0.054,4000000.0,53.5747954934314
602,Kazeem Olaigbe,Trabzonspor,super-lig,Türkiye,23,Attack,1093.0,0.0,1.0,0.0,0.082,4000000.0,53.53250256644295
603,Figueiredo,FC Alverca,liga-portugal,Portugal,25,Attack,1887.0,6.0,2.0,0.286,0.095,4000000.0,53.4511919261805
604,Jordan Holsgrove,GD Estoril Praia,liga-portugal,Portugal,27,Midfield,2835.0,1.0,8.0,0.032,0.254,5000000.0,53.34130455509971
605,Daan Heymans,KRC Genk,jupiler-pro-league,Belgium,27,Midfield,1649.0,8.0,4.0,0.437,0.218,6000000.0,53.31984858975538
606,Daam Foulon,Royal Antwerp FC,jupiler-pro-league,Belgium,27,Defender,1544.0,0.0,3.0,0.0,0.175,2000000.0,53.26633870433988
607,Melle Meulensteen,Go Ahead Eagles,eredivisie,Netherlands,27,Midfield,2832.0,5.0,2.0,0.159,0.064,2500000.0,53.19800120790622
608,Markus Solbakken,Aarhus GF,superliga,Denmark,26,Midfield,552.0,2.0,0.0,0.326,0.0,2200000.0,53.16520462459078
609,Vasco Sousa,Moreirense FC,liga-portugal,Portugal,23,Midfield,463.0,1.0,0.0,0.194,0.0,2000000.0,53.12426666298414
610,Gabriel Veron,CD Nacional,liga-portugal,Portugal,24,Attack,831.0,1.0,0.0,0.108,0.0,2500000.0,53.08129102908297
611,Sami Jalal,Viborg FF,superliga,Denmark,22,Attack,1390.0,2.0,0.0,0.129,0.0,1500000.0,52.9826194071954
612,Andreas Verstraeten,Royal Antwerp FC,jupiler-pro-league,Belgium,20,Defender,921.0,0.0,1.0,0.0,0.098,1000000.0,52.95970559173821
613,Telmo Arcanjo,Vitória Guimarães SC,liga-portugal,Portugal,25,Attack,1244.0,1.0,0.0,0.072,0.0,3000000.0,52.82757446986853
614,Adamo Nagalo,Konyaspor,super-lig,Türkiye,24,Defender,597.0,0.0,0.0,0.0,0.0,2800000.0,52.70520132740392
615,Hakim Sahabo,Standard Liège,jupiler-pro-league,Belgium,21,Midfield,575.0,0.0,0.0,0.0,0.0,1500000.0,52.669098939189816
616,Aboubakary Koita,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,28,Attack,1506.0,2.0,4.0,0.12,0.239,5000000.0,52.489304776940784
617,Abdoul Karim Traoré,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,19,Attack,603.0,0.0,0.0,0.0,0.0,1000000.0,52.38748760267315
618,Ewoud Pletinckx,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,26,Defender,2638.0,3.0,0.0,0.102,0.0,1800000.0,52.324569986553385
619,Malcom Bokele,Göztepe,super-lig,Türkiye,26,Defender,2652.0,3.0,0.0,0.102,0.0,5000000.0,52.27813772718832
620,Daan Dierckx,Standard Liège,jupiler-pro-league,Belgium,23,Defender,1176.0,0.0,0.0,0.0,0.0,1500000.0,52.24284727080109
621,Antoine Joujou,FC Famalicão,liga-portugal,Portugal,23,Attack,573.0,3.0,1.0,0.471,0.157,2000000.0,52.171293580474895
622,Ianis Stoica,CF Estrela Amadora,liga-portugal,Portugal,24,Attack,1674.0,3.0,3.0,0.161,0.161,1500000.0,52.13596221130997
623,Stefán Ingi Sigurdarson,Go Ahead Eagles,eredivisie,Netherlands,25,Attack,637.0,3.0,0.0,0.424,0.0,2000000.0,52.11042254562531
624,Thomas Claes,Zulte Waregem,jupiler-pro-league,Belgium,22,Midfield,2574.0,2.0,1.0,0.07,0.035,1500000.0,52.054535511708124
625,Joseph Nonge,Kocaelispor,super-lig,Türkiye,21,Midfield,1193.0,0.0,0.0,0.0,0.0,2000000.0,51.99444239808451
626,Farouck Adekami,Royal Antwerp FC,jupiler-pro-league,Belgium,20,Midfield,703.0,2.0,2.0,0.256,0.256,1800000.0,51.823476781967706
627,Miguel Nogueira,Vitória Guimarães SC,liga-portugal,Portugal,21,Attack,796.0,1.0,0.0,0.113,0.0,1500000.0,51.80861425111618
628,Yira Sor,KRC Genk,jupiler-pro-league,Belgium,26,Attack,1045.0,4.0,1.0,0.344,0.086,2500000.0,51.709207883931576
629,Igor Vekic,Vejle Boldklub,superliga,Denmark,28,Goalkeeper,1980.0,0.0,0.0,0.0,0.0,500000.0,51.66505813191981
630,Gyan de Regt,Excelsior Rotterdam,eredivisie,Netherlands,23,Attack,2662.0,3.0,8.0,0.101,0.27,900000.0,51.65834092103787
631,Ibrahima Diaby,Cercle Brugge,jupiler-pro-league,Belgium,19,Midfield,647.0,0.0,1.0,0.0,0.139,1500000.0,51.584866497529745
632,Eren Elmalı,Galatasaray,super-lig,Türkiye,26,Defender,1524.0,3.0,0.0,0.177,0.0,5000000.0,51.57313611685703
633,Deveron Fonville,NEC Nijmegen,eredivisie,Netherlands,23,Defender,1458.0,0.0,2.0,0.0,0.123,1500000.0,51.46481050346341
634,Lazaros Rota,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,29,Defender,2057.0,0.0,5.0,0.0,0.219,4500000.0,51.23912931007762
635,Otávio,CF Estrela Amadora,liga-portugal,Portugal,21,Defender,1356.0,0.0,1.0,0.0,0.066,1500000.0,51.218786249731465
636,Arthur Zagré,Excelsior Rotterdam,eredivisie,Netherlands,25,Defender,2386.0,4.0,2.0,0.151,0.075,2000000.0,51.1690736405097
637,Hidemasa Morita,Sporting CP,liga-portugal,Portugal,31,Midfield,1834.0,1.0,4.0,0.049,0.196,8000000.0,51.14693069021244
638,Marko Milovanović,FC Alverca,liga-portugal,Portugal,23,Attack,1535.0,9.0,2.0,0.528,0.117,2500000.0,51.094715371343426
639,Espen van Ee,FC Arouca,liga-portugal,Portugal,23,Midfield,1880.0,2.0,1.0,0.096,0.048,1200000.0,50.918235658616354
640,Maxime Delanghe,Cercle Brugge,jupiler-pro-league,Belgium,25,Goalkeeper,1591.0,0.0,0.0,0.0,0.0,1500000.0,50.81588035711253
641,Amando Lapage,KVC Westerlo,jupiler-pro-league,Belgium,22,Defender,945.0,0.0,0.0,0.0,0.0,800000.0,50.80432830110559
642,Kiko,Moreirense FC,liga-portugal,Portugal,24,Defender,1850.0,1.0,0.0,0.049,0.0,1500000.0,50.74913452862989
643,Gora Diouf,KV Mechelen,jupiler-pro-league,Belgium,23,Defender,898.0,1.0,1.0,0.1,0.1,1500000.0,50.742718527936304
644,Andrija Zivkovic,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,30,Attack,1517.0,2.0,9.0,0.119,0.534,8000000.0,50.737567872319204
645,Bruno Onyemaechi,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,27,Defender,997.0,0.0,0.0,0.0,0.0,2500000.0,50.61160460668218
646,Mathias Jensen,Bröndby IF,superliga,Denmark,21,Midfield,516.0,0.0,0.0,0.0,0.0,750000.0,50.57418651584864
647,Gibson Yah,FC Volendam,eredivisie,Netherlands,23,Midfield,1665.0,0.0,3.0,0.0,0.162,1300000.0,50.270723760048796
648,Alan Núñez,CD Nacional,liga-portugal,Portugal,22,Defender,1672.0,1.0,2.0,0.054,0.108,1000000.0,50.16050330721497
649,Ederson,Fenerbahce,super-lig,Türkiye,33,Goalkeeper,2132.0,0.0,0.0,0.0,0.0,10000000.0,50.15752455156262
650,Sotiris Kontouris,Panathinaikos Athlitikos Omilos,super-league-1,Greece,21,Midfield,470.0,1.0,0.0,0.191,0.0,1500000.0,49.99584231326427
651,Mads Søndergaard,Viborg FF,superliga,Denmark,24,Midfield,1080.0,5.0,0.0,0.417,0.0,1500000.0,49.992870457709714
652,Stijn van Gassel,Excelsior Rotterdam,eredivisie,Netherlands,30,Goalkeeper,2820.0,0.0,1.0,0.0,0.032,1000000.0,49.886800034740936
653,Neville Ogidi Nwankwo,SC Telstar,eredivisie,Netherlands,24,Defender,2162.0,0.0,1.0,0.0,0.042,800000.0,49.73658530450652
654,Nuno Lima,Alanyaspor,super-lig,Türkiye,25,Defender,2826.0,1.0,1.0,0.032,0.032,2000000.0,49.646284063459305
655,Darko Nejasmic,NEC Nijmegen,eredivisie,Netherlands,27,Midfield,2311.0,4.0,1.0,0.156,0.039,4000000.0,49.58879199858568
656,Wouter Prins,FC Groningen,eredivisie,Netherlands,22,Defender,475.0,0.0,2.0,0.0,0.379,450000.0,49.58379419264416
657,Julius Dirksen,Go Ahead Eagles,eredivisie,Netherlands,23,Defender,1163.0,2.0,0.0,0.155,0.0,800000.0,49.36683401702943
658,Christopher Operi,Basaksehir FK,super-lig,Türkiye,29,Defender,1824.0,0.0,4.0,0.0,0.197,4000000.0,49.35473248756639
659,Marcos Peano,RAAL La Louvière,jupiler-pro-league,Belgium,28,Goalkeeper,2700.0,0.0,0.0,0.0,0.0,2000000.0,49.32086935960607
660,Maarten Paes,Ajax Amsterdam,eredivisie,Netherlands,28,Goalkeeper,990.0,0.0,0.0,0.0,0.0,2000000.0,49.24873805501675
661,Billy van Duijl,AZ Alkmaar,eredivisie,Netherlands,21,Defender,585.0,1.0,0.0,0.154,0.0,1500000.0,49.12331044414392
662,Irakli Yegoian,Excelsior Rotterdam,eredivisie,Netherlands,22,Midfield,2677.0,5.0,2.0,0.168,0.067,1800000.0,49.03763158187457
663,André Onana,Trabzonspor,super-lig,Türkiye,30,Goalkeeper,2527.0,0.0,1.0,0.0,0.036,10000000.0,48.94124800359632
664,Sem van Duijn,SC Telstar,eredivisie,Netherlands,22,Attack,1013.0,5.0,2.0,0.444,0.178,800000.0,48.92128720904603
665,Amine El Ouazzani,SC Braga,liga-portugal,Portugal,25,Attack,695.0,2.0,0.0,0.259,0.0,2500000.0,48.708700834566045
666,Jasper Dahlhaus,Fortuna Sittardia Combinatie,eredivisie,Netherlands,25,Defender,2118.0,0.0,1.0,0.0,0.042,1400000.0,48.70707450912899
667,Lucas Torreira,Galatasaray,super-lig,Türkiye,30,Midfield,2227.0,3.0,4.0,0.121,0.162,10000000.0,48.665698697881375
668,Marko Divković,Bröndby IF,superliga,Denmark,27,Defender,1573.0,3.0,1.0,0.172,0.057,2700000.0,48.60980084587196
669,Rodri Alonso,Moreirense FC,liga-portugal,Portugal,23,Midfield,1495.0,3.0,3.0,0.181,0.181,2000000.0,48.571685145489674
670,Brent Gabriël,Zulte Waregem,jupiler-pro-league,Belgium,27,Goalkeeper,2700.0,0.0,1.0,0.0,0.033,1000000.0,48.50773055244373
671,Adam Gnezda Cerin,Panathinaikos Athlitikos Omilos,super-league-1,Greece,27,Midfield,1116.0,1.0,2.0,0.081,0.161,4500000.0,48.41354088782114
672,Jonjoe Kenny,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,29,Defender,1395.0,0.0,1.0,0.0,0.065,2500000.0,48.38600737157458
673,Attila Szalai,Kasimpasa,super-lig,Türkiye,28,Defender,1163.0,0.0,1.0,0.0,0.077,2000000.0,48.16098246084323
674,Amir Murillo,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,30,Defender,957.0,1.0,1.0,0.094,0.094,7000000.0,48.147688491033755
675,Gabriel Strefezza,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,29,Attack,633.0,1.0,1.0,0.142,0.142,6500000.0,48.119353127301025
676,Viljar Myhra,Odense Boldklub,superliga,Denmark,30,Goalkeeper,1260.0,0.0,0.0,0.0,0.0,800000.0,48.098028144761706
677,Ruan,Alanyaspor,super-lig,Türkiye,21,Midfield,2255.0,1.0,3.0,0.04,0.12,3000000.0,48.08909434311757
678,Rasmus Carstensen,Aarhus GF,superliga,Denmark,26,Midfield,1225.0,5.0,2.0,0.367,0.147,2000000.0,48.0778014747814
679,Óscar Perea,Avs Futebol,liga-portugal,Portugal,21,Attack,1258.0,2.0,0.0,0.143,0.0,1500000.0,47.88847375498362
680,Julius Lorents,Silkeborg IF,superliga,Denmark,20,Midfield,745.0,0.0,0.0,0.0,0.0,700000.0,47.83301861648994
681,Dirk Proper,NEC Nijmegen,eredivisie,Netherlands,24,Midfield,1036.0,3.0,0.0,0.261,0.0,1500000.0,47.747715129269984
682,Sabil Hansen,Randers FC,superliga,Denmark,21,Defender,716.0,1.0,1.0,0.126,0.126,600000.0,47.70458315438571
683,Noah Fadiga,Aris Thessalonikis,super-league-1,Greece,27,Defender,1403.0,0.0,0.0,0.0,0.0,2000000.0,47.69159530193104
684,Oliver Edvardsen,Ajax Amsterdam,eredivisie,Netherlands,27,Attack,635.0,0.0,2.0,0.0,0.283,3000000.0,47.688017222930846
685,James Penrice,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,28,Defender,1088.0,0.0,0.0,0.0,0.0,2500000.0,47.57519748797177
686,Daniel Anyembe,Viborg FF,superliga,Denmark,28,Defender,1723.0,0.0,0.0,0.0,0.0,2000000.0,47.554695082623056
687,Adam Sørensen,Odense Boldklub,superliga,Denmark,26,Defender,1410.0,1.0,2.0,0.064,0.128,800000.0,47.336281857477324
688,Neraysho Kasanwirjo,Fortuna Sittardia Combinatie,eredivisie,Netherlands,24,Defender,1320.0,0.0,2.0,0.0,0.136,1500000.0,47.33111442534089
689,Christian Gammelgaard,Vejle Boldklub,superliga,Denmark,23,Attack,1632.0,6.0,4.0,0.331,0.221,900000.0,47.29972462411446
690,Villads Westh,Silkeborg IF,superliga,Denmark,22,Midfield,959.0,0.0,0.0,0.0,0.0,700000.0,47.29084182038473
691,Ibrahim Diakité,Cercle Brugge,jupiler-pro-league,Belgium,23,Defender,492.0,0.0,0.0,0.0,0.0,1000000.0,47.178714244873106
692,Dani de Wit,FC Utrecht,eredivisie,Netherlands,28,Midfield,2151.0,7.0,4.0,0.293,0.167,3500000.0,47.168463072380405
693,Bill Antonio,KV Mechelen,jupiler-pro-league,Belgium,24,Attack,619.0,0.0,1.0,0.0,0.145,1200000.0,47.04413382196872
694,Luc De Fougerolles,FCV Dender EH,jupiler-pro-league,Belgium,21,Defender,1460.0,0.0,1.0,0.0,0.062,1000000.0,46.99214866886887
695,Jerome Opoku,Basaksehir FK,super-lig,Türkiye,28,Defender,2741.0,0.0,2.0,0.0,0.066,5000000.0,46.9883980251076
696,Felix Beijmo,Aarhus GF,superliga,Denmark,28,Defender,1888.0,2.0,3.0,0.095,0.143,3000000.0,46.95097331798338
697,Alexander Lyng,Sönderjyske Fodbold,superliga,Denmark,22,Attack,1305.0,3.0,1.0,0.207,0.069,1200000.0,46.714592236259634
698,Sofus Johannesen,FC Fredericia,superliga,Denmark,19,Midfield,558.0,3.0,1.0,0.484,0.161,550000.0,46.60708517045672
699,Nikolai Hopland,SC Heerenveen,eredivisie,Netherlands,22,Defender,524.0,1.0,0.0,0.172,0.0,1500000.0,46.60481235024727
700,Ken Nkuba,KRC Genk,jupiler-pro-league,Belgium,24,Defender,508.0,1.0,0.0,0.177,0.0,1500000.0,46.59864395718711
701,Matheus Dias,CD Nacional,liga-portugal,Portugal,24,Midfield,2442.0,0.0,1.0,0.0,0.037,1500000.0,46.57358605522538
702,Marlon Fossey,Standard Liège,jupiler-pro-league,Belgium,28,Defender,1165.0,1.0,2.0,0.077,0.155,3500000.0,46.56458114779351
703,Diogo Bezerra,Rio Ave FC,liga-portugal,Portugal,24,Attack,1267.0,1.0,2.0,0.071,0.142,1800000.0,46.52069204093077
704,Davis Opoku,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,19,Defender,499.0,0.0,1.0,0.0,0.18,800000.0,46.51691277639288
705,Justin Hubner,Fortuna Sittardia Combinatie,eredivisie,Netherlands,23,Defender,1490.0,2.0,1.0,0.121,0.06,1000000.0,46.474635821777404
706,Amin Cherni,Göztepe,super-lig,Türkiye,25,Midfield,3008.0,0.0,4.0,0.0,0.12,3500000.0,46.415327858605096
707,Jesús Ramírez,CD Nacional,liga-portugal,Portugal,28,Attack,2894.0,18.0,0.0,0.56,0.0,5000000.0,46.40188878584232
708,Yuto Tsunashima,Royal Antwerp FC,jupiler-pro-league,Belgium,26,Defender,1864.0,1.0,0.0,0.048,0.0,1500000.0,46.216356875717764
709,José Fontán,FC Arouca,liga-portugal,Portugal,26,Defender,2545.0,2.0,3.0,0.071,0.106,1800000.0,46.191598084084355
710,Magnus Mattsson,FC Copenhagen,superliga,Denmark,27,Midfield,457.0,2.0,1.0,0.394,0.197,4000000.0,46.17998099953915
711,Ryotaro Ito,Sint-Truidense VV,jupiler-pro-league,Belgium,28,Midfield,2229.0,7.0,4.0,0.283,0.162,6000000.0,45.92904089531739
712,Thibo Somers,Royal Antwerp FC,jupiler-pro-league,Belgium,27,Midfield,2100.0,4.0,3.0,0.171,0.129,3000000.0,45.77979706944297
713,Gabriel Batista,CD Santa Clara,liga-portugal,Portugal,28,Goalkeeper,2880.0,0.0,1.0,0.0,0.031,4000000.0,45.7665164941465
714,Jalen Blesa,Rio Ave FC,liga-portugal,Portugal,25,Attack,1078.0,7.0,0.0,0.584,0.0,2000000.0,45.50213380282992
715,Martin Erlić,FC Midtjylland,superliga,Denmark,28,Defender,838.0,1.0,0.0,0.107,0.0,4000000.0,45.4198901057573
716,Charly Nouck,Viborg FF,superliga,Denmark,22,Attack,1020.0,5.0,4.0,0.441,0.353,1200000.0,45.37722923910885
717,Jorge Sánchez,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,29,Defender,450.0,0.0,1.0,0.0,0.2,2000000.0,45.36870490917892
718,Henrique Silva,CD Santa Clara,liga-portugal,Portugal,21,Defender,1031.0,0.0,0.0,0.0,0.0,500000.0,45.32746039682073
719,Santi García,Gil Vicente FC,liga-portugal,Portugal,25,Midfield,2649.0,6.0,3.0,0.204,0.102,4000000.0,45.297185926331615
720,Ibrahim Sadiq,AZ Alkmaar,eredivisie,Netherlands,26,Attack,626.0,2.0,0.0,0.288,0.0,2000000.0,45.29446918975098
721,Siebe Van der Heyden,KAA Gent,jupiler-pro-league,Belgium,28,Defender,2145.0,2.0,1.0,0.084,0.042,3000000.0,45.27070186800962
722,Tiago Morais,Casa Pia AC,liga-portugal,Portugal,23,Attack,671.0,0.0,0.0,0.0,0.0,1800000.0,45.22553906151353
723,Adam Nygaard,FC Fredericia,superliga,Denmark,21,Defender,1006.0,0.0,0.0,0.0,0.0,500000.0,44.89771785074882
724,Brayann Pereira,NEC Nijmegen,eredivisie,Netherlands,23,Defender,1165.0,0.0,2.0,0.0,0.155,1000000.0,44.887312980826636
725,Aske Adelgaard,Go Ahead Eagles,eredivisie,Netherlands,23,Defender,1561.0,1.0,1.0,0.058,0.058,1000000.0,44.70959355577785
726,Jeppe Erenbjerg,Zulte Waregem,jupiler-pro-league,Belgium,26,Midfield,2416.0,10.0,3.0,0.373,0.112,4000000.0,44.66895233873549
727,Mario Lemina,Galatasaray,super-lig,Türkiye,33,Midfield,1683.0,2.0,1.0,0.107,0.053,4500000.0,44.62933330501252
728,Maga,Vitória Guimarães SC,liga-portugal,Portugal,24,Defender,1576.0,0.0,0.0,0.0,0.0,1500000.0,44.575837062589216
729,Dikeni Salifou,KV Mechelen,jupiler-pro-league,Belgium,23,Midfield,703.0,0.0,0.0,0.0,0.0,1000000.0,44.55902700742049
730,Lequincio Zeefuik,Heracles Almelo,eredivisie,Netherlands,22,Attack,1061.0,2.0,1.0,0.17,0.085,850000.0,44.555621985077494
731,Pavlos Pantelidis,Athlitiki Enosi Kifisias,super-league-1,Greece,24,Attack,1006.0,7.0,1.0,0.626,0.089,1000000.0,44.55052644522691
732,Oliver Olsen,Randers FC,superliga,Denmark,26,Defender,1465.0,2.0,0.0,0.123,0.0,1800000.0,44.53752575647079
733,Lennard Hartjes,Excelsior Rotterdam,eredivisie,Netherlands,23,Midfield,1565.0,1.0,0.0,0.058,0.0,800000.0,44.4801292380591
734,Rick Meissen,Excelsior Rotterdam,eredivisie,Netherlands,24,Defender,2513.0,0.0,3.0,0.0,0.107,800000.0,44.248540801478555
735,Stephen Acquah,FC Nordsjaelland,superliga,Denmark,20,Defender,531.0,0.0,0.0,0.0,0.0,500000.0,44.24519080321841
736,Stipe Radic,Viborg FF,superliga,Denmark,26,Defender,1621.0,1.0,0.0,0.056,0.0,1200000.0,44.22387360973791
737,Casper Terho,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,23,Attack,552.0,0.0,0.0,0.0,0.0,1000000.0,44.19969466448465
738,Nélson Semedo,Fenerbahce,super-lig,Türkiye,33,Defender,1943.0,1.0,3.0,0.046,0.139,6000000.0,44.093470744767465
739,Kazımcan Karataş,Basaksehir FK,super-lig,Türkiye,23,Defender,700.0,0.0,2.0,0.0,0.257,2000000.0,44.03983493288686
740,Mauro Icardi,Galatasaray,super-lig,Türkiye,33,Attack,1313.0,14.0,1.0,0.96,0.069,4000000.0,43.96983434887424
741,Mustafa Eskihellaç,Trabzonspor,super-lig,Türkiye,29,Defender,2329.0,0.0,5.0,0.0,0.193,4000000.0,43.86427781196554
742,Josué Homawoo,Standard Liège,jupiler-pro-league,Belgium,29,Defender,1716.0,0.0,0.0,0.0,0.0,2000000.0,43.74044553904224
743,Mads Larsen,Silkeborg IF,superliga,Denmark,25,Midfield,1768.0,0.0,1.0,0.0,0.051,1500000.0,43.72247856908226
744,William Lykke,FC Nordsjaelland,superliga,Denmark,22,Goalkeeper,450.0,0.0,0.0,0.0,0.0,500000.0,43.68162152589473
745,Hans Vanaken,Club Brugge KV,jupiler-pro-league,Belgium,34,Midfield,2565.0,4.0,1.0,0.14,0.035,5000000.0,43.65876988409854
746,Max Bruns,FC Twente Enschede,eredivisie,Netherlands,24,Defender,797.0,1.0,0.0,0.113,0.0,1500000.0,43.647375206270745
747,Alan,Moreirense FC,liga-portugal,Portugal,26,Midfield,2706.0,5.0,5.0,0.166,0.166,5000000.0,43.56742537668682
748,Dudu,Aris Thessalonikis,super-league-1,Greece,24,Attack,758.0,2.0,1.0,0.237,0.119,1200000.0,43.51649417070453
749,Bismark Edjeodji,Vejle Boldklub,superliga,Denmark,19,Attack,666.0,1.0,4.0,0.135,0.541,500000.0,43.51047200091854
750,Tobias Sommer,Sönderjyske Fodbold,superliga,Denmark,25,Midfield,1782.0,0.0,4.0,0.0,0.202,1500000.0,43.47970691553209
751,Davide Calabria,Panathinaikos Athlitikos Omilos,super-league-1,Greece,30,Defender,1581.0,2.0,4.0,0.114,0.228,4500000.0,43.415815918687976
752,Tyrese Noslin,SC Telstar,eredivisie,Netherlands,24,Midfield,2307.0,2.0,3.0,0.078,0.117,750000.0,43.36873630632351
753,Isaac James,FC Alverca,liga-portugal,Portugal,22,Defender,1305.0,0.0,2.0,0.0,0.138,600000.0,43.16229846202189
754,Dirk Asare,Zulte Waregem,jupiler-pro-league,Belgium,22,Midfield,463.0,0.0,0.0,0.0,0.0,1000000.0,43.03415477668269
755,Omri Gandelman,KAA Gent,jupiler-pro-league,Belgium,26,Midfield,1428.0,7.0,1.0,0.441,0.063,3000000.0,42.80433682180788
756,Serginho,CD Santa Clara,liga-portugal,Portugal,27,Midfield,2582.0,4.0,3.0,0.139,0.105,3000000.0,42.65189837853058
757,Vaclav Sejk,SC Heerenveen,eredivisie,Netherlands,24,Attack,458.0,3.0,1.0,0.59,0.197,1500000.0,42.5637107529967
758,Szymon Wlodarczyk,Excelsior Rotterdam,eredivisie,Netherlands,23,Attack,754.0,3.0,1.0,0.358,0.119,750000.0,42.46917373651623
759,Rio Hillen,NAC Breda,eredivisie,Netherlands,23,Defender,2005.0,0.0,1.0,0.0,0.045,600000.0,42.02948213395111
760,Sho Fukuda,Bröndby IF,superliga,Denmark,25,Attack,557.0,3.0,1.0,0.485,0.162,1200000.0,42.02496903151845
761,Franco Tongya,Gençlerbirliği Spor Kulübü,super-lig,Türkiye,24,Midfield,2281.0,5.0,5.0,0.197,0.197,2000000.0,41.99916344739604
762,Uğurcan Yazğılı,Konyaspor,super-lig,Türkiye,27,Defender,2005.0,0.0,1.0,0.0,0.045,2000000.0,41.96705697568136
763,Timothé Nkada,Standard Liège,jupiler-pro-league,Belgium,27,Attack,757.0,1.0,1.0,0.119,0.119,2000000.0,41.950559174950065
764,Festy Ebosele,Basaksehir FK,super-lig,Türkiye,24,Defender,689.0,0.0,0.0,0.0,0.0,2500000.0,41.88857585456172
765,Mateusz Legowski,Eyüpspor,super-lig,Türkiye,23,Midfield,1565.0,2.0,1.0,0.115,0.058,2000000.0,41.874383979069414
766,Matheus Pereira,CD Santa Clara,liga-portugal,Portugal,26,Defender,720.0,0.0,1.0,0.0,0.125,1500000.0,41.844894188947535
767,Pedro Ganchas,Silkeborg IF,superliga,Denmark,26,Defender,1735.0,1.0,1.0,0.052,0.052,1700000.0,41.826621586130415
768,Jochem Ritmeester van de Kamp,SC Telstar,eredivisie,Netherlands,23,Midfield,2045.0,7.0,1.0,0.308,0.044,1500000.0,41.82164605563319
769,Kevin Mbabu,FC Midtjylland,superliga,Denmark,31,Defender,1005.0,0.0,1.0,0.0,0.09,2200000.0,41.729208405461485
770,Landerson,Moreirense FC,liga-portugal,Portugal,20,Attack,1289.0,0.0,2.0,0.0,0.14,1000000.0,41.727938690231895
